134,689
97,437
475,1125
1095,1174
164,231
44,98
682,1022
1025,25
265,1134
428,1208
1005,712
84,1073
1196,541
248,322
249,985
357,433
288,593
1223,1022
926,1058
1032,13
1083,192
357,42
645,254
146,936
832,254
667,999
1033,880
969,177
1226,749
624,317
471,286
1158,520
1080,641
986,515
586,345
406,670
874,334
1221,214
106,127
1052,840
204,129
476,101
728,11
202,839
656,269
489,113
683,1094
1,1212
370,899
1213,993
272,262
428,292
627,5
1139,885
930,364
3,786
1028,937
730,396
290,766
482,425
604,271
523,761
430,232
282,1004
880,805
1061,1218
512,998
311,641
358,1144
652,300
227,1035
449,640
557,94
659,355
699,320
718,320
174,609
0,1110
388,474
1041,459
945,400
923,684
1169,1164
889,58
460,915
9,578
879,388
494,7
193,601
135,1000
363,690
455,976
1221,194
886,671
55,145
37,268
1160,422
1063,790
1160,394
490,633
228,335
83,32
193,357
721,236
780,1062
954,91
532,61
84,584
668,1140
328,453
883,289
585,721
454,201
445,597
339,1150
26,156
915,373
314,1109
440,518
686,942
170,677
1116,1151
624,1119
523,645
345,82
153,167
1182,691
82,7
779,729
801,1203
867,1190
364,908
119,423
96,695
1070,962
528,382
229,824
372,1031
112,970
326,1053
215,1023
1146,113
295,1162
1029,620
387,919
217,373
769,287
90,22
38,1121
47,1021
864,135
1118,803
814,473
1001,717
336,1128
37,822
1114,1129
775,64
131,836
684,868
265,303
702,1100
918,957
951,233
152,231
1054,442
695,1178
578,980
88,1064
898,967
704,501
1081,370
438,769
1001,45
1164,1212
220,1125
332,188
1113,513
895,780
868,1127
973,157
229,1059
683,554
541,588
337,700
97,349
832,251
188,737
1034,82
1005,1013
497,896
38,457
821,797
884,693
815,1060
762,297
147,517
9,1129
1179,655
353,574
392,353
954,501
861,99
554,754
839,9
756,1097
1117,682
1039,320
445,690
341,386
1148,369
467,1122
219,648
205,114
287,1159
429,1078
508,1094
644,596
283,615
932,218
567,855
353,755
991,1
179,996
414,772
1179,880
967,601
591,611
871,819
273,1064
103,815
1051,227
318,1035
669,119
641,759
85,970
924,1155
1222,70
458,690
662,517
265,1220
814,252
675,4
1128,1149
304,198
255,902
7,137
449,1223
1019,598
933,1101
121,873
78,714
1052,121
110,812
544,555
448,335
788,993
347,963
988,425
316,400
174,997
990,1140
174,341
115,987
313,15
750,715
596,58
1076,11
1146,1131
611,600
547,869
1230,1055
1051,599
1118,1171
622,217
518,336
315,844
664,581
93,600
257,903
998,430
286,88
194,987
333,1171
366,319
527,820
247,458
1035,767
100,350
1209,720
324,658
190,868
1135,297
492,613
185,24
26,631
545,317
57,577
850,307
862,1208
1151,225
1229,120
485,1048
858,14
747,620
1020,1020
399,530
818,1003
224,1082
346,5
1170,437
92,1187
972,1140
122,163
208,638
1221,204
1041,616
685,965
535,1040
653,1202
142,893
1113,286
1160,1046
338,45
310,446
1232,594
636,908
589,120
974,451
739,375
640,167
909,267
308,942
337,599
603,282
506,614
1017,1151
1030,746
233,317
1214,668
195,481
385,287
244,893
953,311
488,712
40,1203
54,1176
251,78
86,49
1047,495
1077,1010
415,223
584,1170
1072,643
336,28
643,773
379,291
70,1083
718,732
230,309
485,659
1001,607
296,1127
120,1111
1197,1174
206,1174
174,846
797,1076
404,592
268,374
1,733
96,828
245,1222
687,376
448,1192
1193,327
1197,461
276,28
588,285
46,56
775,582
225,407
887,697
1230,947
25,334
675,531
994,119
491,28
1142,843
252,374
887,680
1028,1019
935,620
365,293
269,251
19,403
1078,128
340,89
827,246
358,679
678,1201
216,258
781,1224
610,572
660,975
1176,222
664,996
282,865
801,445
296,427
1092,371
616,603
778,1109
1100,383
417,1207
841,411
1058,1149
560,247
931,1164
487,449
1018,575
402,761
1014,809
493,738
644,1048
1152,538
183,859
467,366
269,997
259,1172
1095,484
149,550
489,497
716,147
645,553
515,327
118,157
918,630
648,747
190,986
925,1114
956,81
1024,1023
949,347
1225,749
77,327
831,528
138,467
871,1138
32,4
117,589
420,720
410,840
1085,662
840,749
600,232
918,1000
616,330
496,547
91,222
67,287
18,860
414,512
678,851
702,494
800,563
1025,146
505,782
450,928
1161,1115
524,63
1135,570
114,1229
1099,700
441,393
1116,774
704,331
818,1055
764,961
903,771
45,1012
1171,770
1136,168
388,975
745,796
176,310
47,1118
278,516
98,1101
1061,77
491,514
607,931
1074,1195
661,545
483,848
1157,714
319,289
379,342
1226,1018
14,201
645,1024
833,1126
80,361
736,761
1218,1060
941,319
1044,911
121,816
25,1106
912,1106
16,493
218,158
447,356
1122,183
1029,805
650,256
200,734
161,725
434,712
113,5
949,179
110,166
988,820
803,509
968,296
873,266
859,341
211,361
949,483
314,312
984,83
476,248
1099,1
541,1234
355,396
96,654
127,1060
1183,824
175,268
219,1200
743,121
1047,92
337,55
279,1028
773,342
282,512
875,1012
2,1030
882,205
1033,795
720,445
561,582
487,160
58,465
70,979
130,893
924,576
598,985
251,768
763,645
905,418
361,225
253,479
360,4
672,1061
977,1077
1106,1051
556,929
829,992
275,676
958,18
796,256
581,152
633,223
755,1018
823,972
97,347
638,260
188,936
229,357
594,16
662,1111
1153,722
1184,756
680,659
479,154
576,286
1172,693
610,1051
466,336
608,358
631,20
1006,938
165,220
146,165
520,425
978,291
72,137
725,1159
161,421
472,70
100,1161
965,947
620,628
25,537
707,306
170,448
235,567
406,1039
942,740
602,838
916,267
576,496
836,590
1227,99
419,514
322,551
660,979
733,95
322,150
729,387
1145,1024
759,958
113,805
110,1143
220,919
440,201
343,738
505,1030
823,935
848,519
1110,213
77,518
147,629
512,523
492,764
1079,740
795,265
59,648
863,716
609,924
396,1053
371,120
862,689
1192,577
541,525
909,56
858,1026
879,804
299,160
503,1221
1072,143
1207,934
1190,158
960,1228
209,381
563,325
580,789
90,1203
1152,893
557,100
235,351
790,409
208,284
1097,390
1081,104
893,173
240,266
877,1001
247,210
244,112
440,137
348,691
1233,642
1220,833
670,874
736,341
1,17
901,832
706,108
865,410
1168,199
1056,838
1004,304
62,408
216,1013
110,554
374,488
860,924
1004,814
1108,985
737,127
212,536
738,922
202,794
286,679
876,148
1109,1006
890,609
284,482
624,1219
898,880
831,836
998,880
843,51
386,427
638,379
1183,964
234,23
829,176
921,996
746,1125
144,1180
821,601
1140,200
84,403
1082,1049
1138,661
649,695
978,348
127,1185
784,66
238,625
858,1124
876,965
565,1223
748,277
638,89
190,998
848,759
709,64
1200,79
964,238
40,1022
567,506
690,716
539,1133
405,66
329,448
370,963
191,820
741,734
1141,863
839,199
1047,823
151,474
109,589
1038,1073
1189,248
853,361
1188,60
366,336
877,689
743,1018
1081,418
895,1007
998,435
961,1075
228,548
351,216
322,681
1067,50
687,624
158,1217
721,517
534,64
264,374
483,737
851,155
1125,1110
1125,779
245,346
103,142
168,493
851,958
288,916
590,522
135,421
